dataset_id,persona_id,statement,categories
conversation_24,8647f65e15c944f199a101b7031c0f115d72a4440e173b5da05d1801d19458e5,i am currently unemployed .,Personality_Traits
conversation_24,8647f65e15c944f199a101b7031c0f115d72a4440e173b5da05d1801d19458e5,i've a cat .,Uncategorized
conversation_24,8647f65e15c944f199a101b7031c0f115d72a4440e173b5da05d1801d19458e5,my birthday is in june .,Uncategorized
conversation_24,8647f65e15c944f199a101b7031c0f115d72a4440e173b5da05d1801d19458e5,i still live with my parents .,Personal_Background
conversation_25,de8e5998a27d49c5b7da341514eaeaf72dfecf86c74c233c200cbc43a4128a1d,my favorite music is two steps from hell and rock opera genre .,"Demographics, Preferences_Interests"
conversation_25,de8e5998a27d49c5b7da341514eaeaf72dfecf86c74c233c200cbc43a4128a1d,i eat tuna fish salad at least every day .,Preferences_Interests
conversation_25,de8e5998a27d49c5b7da341514eaeaf72dfecf86c74c233c200cbc43a4128a1d,i've sandy brown hair and green eyes .,Uncategorized
conversation_25,de8e5998a27d49c5b7da341514eaeaf72dfecf86c74c233c200cbc43a4128a1d,i read sci fi space adventures with a passion .,Preferences_Interests
conversation_25,de8e5998a27d49c5b7da341514eaeaf72dfecf86c74c233c200cbc43a4128a1d,i can t get enough gummy worms to satisfy my sweet tooth .,Uncategorized
conversation_26,a20f05cc5a1c814244f0cbb8427dbab2c564fa6123cf2b6ee0d97c6a5f5da2a1,pudding makes me gassy .,Preferences_Interests
conversation_26,a20f05cc5a1c814244f0cbb8427dbab2c564fa6123cf2b6ee0d97c6a5f5da2a1,ke ha is my favorite singer of all time .,Preferences_Interests
conversation_26,a20f05cc5a1c814244f0cbb8427dbab2c564fa6123cf2b6ee0d97c6a5f5da2a1,i have a friend named james who secretly rules the world .,Social_Relationships
conversation_26,a20f05cc5a1c814244f0cbb8427dbab2c564fa6123cf2b6ee0d97c6a5f5da2a1,i've never done drugs because i do not know where to buy them .,Habits_Routines
conversation_26,a20f05cc5a1c814244f0cbb8427dbab2c564fa6123cf2b6ee0d97c6a5f5da2a1,i love living in texas .,Personality_Traits
conversation_27,6d8664b9777f516dec855271127ec8836b7ebe0152ac6093750fcf8f0ab7cd2f,i enjoy fishing .,Preferences_Interests
conversation_27,6d8664b9777f516dec855271127ec8836b7ebe0152ac6093750fcf8f0ab7cd2f,i have a dog named bob .,Uncategorized
conversation_27,6d8664b9777f516dec855271127ec8836b7ebe0152ac6093750fcf8f0ab7cd2f,i live on an island .,Demographics
conversation_27,6d8664b9777f516dec855271127ec8836b7ebe0152ac6093750fcf8f0ab7cd2f,i like to make boats on the weekends .,Preferences_Interests
conversation_28,d588dfddf9b2e68f449f304ff8cb2734cb770e4e4b83ffcf9ba286d7be2a3a35,i like horseback riding .,Preferences_Interests
conversation_28,d588dfddf9b2e68f449f304ff8cb2734cb770e4e4b83ffcf9ba286d7be2a3a35,my favorite food is cheese .,Preferences_Interests
conversation_28,d588dfddf9b2e68f449f304ff8cb2734cb770e4e4b83ffcf9ba286d7be2a3a35,i m allergic to shellfish .,Uncategorized
conversation_28,d588dfddf9b2e68f449f304ff8cb2734cb770e4e4b83ffcf9ba286d7be2a3a35,i work at a non profit that helps children .,Personal_Background
conversation_28,d588dfddf9b2e68f449f304ff8cb2734cb770e4e4b83ffcf9ba286d7be2a3a35,i love going to concerts and dancing hard .,"Preferences_Interests, Personality_Traits"
conversation_29,49a69a230f07fa93c101d36d4d9e3c773c186f96cfb4e9ae99bd73fb9ee02b05,i love chocolate milk shakes .,Personality_Traits
conversation_29,49a69a230f07fa93c101d36d4d9e3c773c186f96cfb4e9ae99bd73fb9ee02b05,my favorite holiday is halloween because i like dressing up .,Preferences_Interests
conversation_29,49a69a230f07fa93c101d36d4d9e3c773c186f96cfb4e9ae99bd73fb9ee02b05,i ride my red bike to work everyday .,"Personal_Background, Preferences_Interests"
conversation_29,49a69a230f07fa93c101d36d4d9e3c773c186f96cfb4e9ae99bd73fb9ee02b05,my best friend is my dog allie .,Social_Relationships
conversation_29,49a69a230f07fa93c101d36d4d9e3c773c186f96cfb4e9ae99bd73fb9ee02b05,my favorite pass time is gazing at clouds .,Preferences_Interests
conversation_30,0f10ddd98a9a4aeb34f5a293ccc131ea30e62b87766e9a6c55ca018c0b196b03,i work for a large law firm .,Personal_Background
conversation_30,0f10ddd98a9a4aeb34f5a293ccc131ea30e62b87766e9a6c55ca018c0b196b03,i hate tofu .,Personality_Traits
conversation_30,0f10ddd98a9a4aeb34f5a293ccc131ea30e62b87766e9a6c55ca018c0b196b03,we own our home .,Uncategorized
conversation_30,0f10ddd98a9a4aeb34f5a293ccc131ea30e62b87766e9a6c55ca018c0b196b03,my wife stays home with our kids .,Personal_Background
conversation_31,e09e5c4ab36e61010bcb035718793b8cd0c5f9adeddde6d8ac78901821772b0f,i wish i had a real dragon i could train .,Goals_Aspirations
conversation_31,e09e5c4ab36e61010bcb035718793b8cd0c5f9adeddde6d8ac78901821772b0f,my suspenders sometimes make my shoulders hurt .,Preferences_Interests
conversation_31,e09e5c4ab36e61010bcb035718793b8cd0c5f9adeddde6d8ac78901821772b0f,i enjoy playing retro video games on my 386 .,Preferences_Interests
conversation_31,e09e5c4ab36e61010bcb035718793b8cd0c5f9adeddde6d8ac78901821772b0f,i have ink stains on all my shirts .,Uncategorized
conversation_32,180a0e97c2998cac65dcabd4825a534c49e227d788ac715eddf81861dbc67fc7,i do not have a lot of friends .,Social_Relationships
conversation_32,180a0e97c2998cac65dcabd4825a534c49e227d788ac715eddf81861dbc67fc7,i'm stuck in a wheel chair .,Uncategorized
conversation_32,180a0e97c2998cac65dcabd4825a534c49e227d788ac715eddf81861dbc67fc7,i work at a museum .,Personal_Background
conversation_33,d9bcdab0ad3830fd156162bcac670b967e2153bad50b4a0605bf7eb14f6c77d8,my favorite food is a cheeseburger .,Preferences_Interests
conversation_33,d9bcdab0ad3830fd156162bcac670b967e2153bad50b4a0605bf7eb14f6c77d8,i live alone .,Demographics
conversation_33,d9bcdab0ad3830fd156162bcac670b967e2153bad50b4a0605bf7eb14f6c77d8,i watch a lot of tv .,Preferences_Interests
conversation_33,d9bcdab0ad3830fd156162bcac670b967e2153bad50b4a0605bf7eb14f6c77d8,i work on cars for a living .,Personal_Background
conversation_33,d9bcdab0ad3830fd156162bcac670b967e2153bad50b4a0605bf7eb14f6c77d8,i enjoy fishing .,Preferences_Interests
conversation_34,8b30fafc72d9e8f9e356e76b49c8bc82f8fcfc4bbbafd55966b544cabcce72f2,i got married to my highschool friend .,"Demographics, Social_Relationships"
conversation_34,8b30fafc72d9e8f9e356e76b49c8bc82f8fcfc4bbbafd55966b544cabcce72f2,i never learned how to write .,Habits_Routines
conversation_34,8b30fafc72d9e8f9e356e76b49c8bc82f8fcfc4bbbafd55966b544cabcce72f2,i can only see 200 feet in front of me .,Uncategorized
conversation_34,8b30fafc72d9e8f9e356e76b49c8bc82f8fcfc4bbbafd55966b544cabcce72f2,i use to own 6 cats .,Uncategorized
conversation_34,8b30fafc72d9e8f9e356e76b49c8bc82f8fcfc4bbbafd55966b544cabcce72f2,i had to call 911 when i had a terrible headache .,Uncategorized
conversation_35,64606cb6c59d2eaaee77ecd57a4c9f91ae3b100327907117c73c7b79ecc81713,i enjoy building computers .,Preferences_Interests
conversation_35,64606cb6c59d2eaaee77ecd57a4c9f91ae3b100327907117c73c7b79ecc81713,i am in the army .,Personality_Traits
conversation_35,64606cb6c59d2eaaee77ecd57a4c9f91ae3b100327907117c73c7b79ecc81713,i fly airplanes .,Preferences_Interests
conversation_35,64606cb6c59d2eaaee77ecd57a4c9f91ae3b100327907117c73c7b79ecc81713,my favorite band is tool .,Preferences_Interests
conversation_35,64606cb6c59d2eaaee77ecd57a4c9f91ae3b100327907117c73c7b79ecc81713,i dropped out of college .,Personal_Background
conversation_36,a2a3eccf75d660cbff4ff4b14d33777cf1d2d25bc03e7506ad972a3ddc8e1b10,i used to be in the marines .,Uncategorized
conversation_36,a2a3eccf75d660cbff4ff4b14d33777cf1d2d25bc03e7506ad972a3ddc8e1b10,i like to write poetry .,Preferences_Interests
conversation_36,a2a3eccf75d660cbff4ff4b14d33777cf1d2d25bc03e7506ad972a3ddc8e1b10,"when i've nothing else to do , i read books .",Preferences_Interests
conversation_36,a2a3eccf75d660cbff4ff4b14d33777cf1d2d25bc03e7506ad972a3ddc8e1b10,i work as a bartender .,Personal_Background
conversation_37,88fe7b4b9346e147092672f4b0b17e5d6b6c55d165e919d2bfd708f35b543ef0,my favorite food is spaghetti and meatballs .,Preferences_Interests
conversation_37,88fe7b4b9346e147092672f4b0b17e5d6b6c55d165e919d2bfd708f35b543ef0,i was raised by two mothers .,Personal_Background
conversation_37,88fe7b4b9346e147092672f4b0b17e5d6b6c55d165e919d2bfd708f35b543ef0,i am not afraid of what others think .,Personality_Traits
conversation_37,88fe7b4b9346e147092672f4b0b17e5d6b6c55d165e919d2bfd708f35b543ef0,my boyfriend works for nasa .,Personal_Background
conversation_37,88fe7b4b9346e147092672f4b0b17e5d6b6c55d165e919d2bfd708f35b543ef0,i can be quite forgetful .,Uncategorized
conversation_38,8f9059d0f4e491b394046047cd7f0e600b91501bcc225f346b44d994f8d00159,my mother was born in ireland .,"Demographics, Personal_Background"
conversation_38,8f9059d0f4e491b394046047cd7f0e600b91501bcc225f346b44d994f8d00159,my father was born in australia .,"Demographics, Personal_Background"
conversation_38,8f9059d0f4e491b394046047cd7f0e600b91501bcc225f346b44d994f8d00159,my father was an author .,"Personal_Background, Preferences_Interests"
conversation_38,8f9059d0f4e491b394046047cd7f0e600b91501bcc225f346b44d994f8d00159,i've traveled to both ireland and australia .,Uncategorized
conversation_39,ebd879f5e9f897da0d969644515c7813de12988808a88de326c8240bd7c94a3f,i listen to death metal .,Preferences_Interests
conversation_39,ebd879f5e9f897da0d969644515c7813de12988808a88de326c8240bd7c94a3f,i like cartoons .,Preferences_Interests
conversation_39,ebd879f5e9f897da0d969644515c7813de12988808a88de326c8240bd7c94a3f,my mom is a janitor .,Personal_Background
conversation_39,ebd879f5e9f897da0d969644515c7813de12988808a88de326c8240bd7c94a3f,i still live at home .,Demographics
conversation_39,ebd879f5e9f897da0d969644515c7813de12988808a88de326c8240bd7c94a3f,i am in college .,Personal_Background
conversation_40,fcc7a8968680f9d6580599e2db757aa319c10cae5014bcc462bfcbbb796d9ae7,my father is a preacher .,Personal_Background
conversation_40,fcc7a8968680f9d6580599e2db757aa319c10cae5014bcc462bfcbbb796d9ae7,i've a horse named beauty .,Uncategorized
conversation_40,fcc7a8968680f9d6580599e2db757aa319c10cae5014bcc462bfcbbb796d9ae7,my husband is a soldier in the us army .,Personal_Background
conversation_40,fcc7a8968680f9d6580599e2db757aa319c10cae5014bcc462bfcbbb796d9ae7,i live in a house in the country .,"Demographics, Preferences_Interests"
conversation_40,fcc7a8968680f9d6580599e2db757aa319c10cae5014bcc462bfcbbb796d9ae7,i'm pregnant with my first child .,Personal_Background
conversation_41,2e6d43e42300483fc568c2e2b7bb694eb2f67c50747ac08ac2e80b926650595c,i am still in love with my ex boyfriend .,Personality_Traits
conversation_41,2e6d43e42300483fc568c2e2b7bb694eb2f67c50747ac08ac2e80b926650595c,people say i've a cute laugh .,Social_Relationships
conversation_41,2e6d43e42300483fc568c2e2b7bb694eb2f67c50747ac08ac2e80b926650595c,i working in a publishing building .,Preferences_Interests
conversation_41,2e6d43e42300483fc568c2e2b7bb694eb2f67c50747ac08ac2e80b926650595c,i am a female and love to be surrounded by males .,"Demographics, Personality_Traits"
conversation_41,2e6d43e42300483fc568c2e2b7bb694eb2f67c50747ac08ac2e80b926650595c,i love to cook for my family and friends .,"Personal_Background, Preferences_Interests, Personality_Traits, Social_Relationships"
conversation_42,d2548277905f75b4b0f5411bdeaed5594d6a88d042e70f41c0fa5c3a6fb8d9f0,i live on a small farm in ohio .,Demographics
conversation_42,d2548277905f75b4b0f5411bdeaed5594d6a88d042e70f41c0fa5c3a6fb8d9f0,my name is omar .,Uncategorized
conversation_42,d2548277905f75b4b0f5411bdeaed5594d6a88d042e70f41c0fa5c3a6fb8d9f0,i ve never been to the city .,"Demographics, Habits_Routines"
conversation_42,d2548277905f75b4b0f5411bdeaed5594d6a88d042e70f41c0fa5c3a6fb8d9f0,i play guitar in the local band .,Preferences_Interests
conversation_43,8a9cd6c3db662184ad89823f83b84bc35fe1a31c6ddaa2be2d1d0fa397f6b296,i'm a graduate student studying law .,Personal_Background
conversation_43,8a9cd6c3db662184ad89823f83b84bc35fe1a31c6ddaa2be2d1d0fa397f6b296,"i am a night owl , but i am an introvert so i don't go out much or anything .","Personality_Traits, Habits_Routines"
conversation_43,8a9cd6c3db662184ad89823f83b84bc35fe1a31c6ddaa2be2d1d0fa397f6b296,"i own a pug , and he is the most loyal pet you will ever have .",Personality_Traits
conversation_43,8a9cd6c3db662184ad89823f83b84bc35fe1a31c6ddaa2be2d1d0fa397f6b296,i like playing ultimate in the park with my guys sometimes .,Preferences_Interests
conversation_44,887e189bb25e8213ec24496589dd38d3fefc25ac49806aceee4059891614ce68,i sleep 10 hours every day because my work is tiring .,"Personal_Background, Habits_Routines"
conversation_44,887e189bb25e8213ec24496589dd38d3fefc25ac49806aceee4059891614ce68,i have a wife and two kids .,Personal_Background
conversation_44,887e189bb25e8213ec24496589dd38d3fefc25ac49806aceee4059891614ce68,i am a factory worker .,Personal_Background
conversation_44,887e189bb25e8213ec24496589dd38d3fefc25ac49806aceee4059891614ce68,i want to be in a band someday .,Preferences_Interests
