dataset_id,persona_id,statement,categories
82ZP2M9AL6U0_11,ea1b6e823fbb2ca94295a589fdd4139c6f39f7d12a1f8e583bf34023b5ad8de2,I have never been to Alaska.,Habits_Routines
82ZP2M9AL6U0_11,ea1b6e823fbb2ca94295a589fdd4139c6f39f7d12a1f8e583bf34023b5ad8de2,I love going to parks.,Personality_Traits
FOZE4Q84M3RX_11,ef7b2e529e146524a5f48cd0b32f2fb9dd891020859a570ca72343bb3c812ff3,I would like to visit New Zealand.,Preferences_Interests
FOZE4Q84M3RX_11,ef7b2e529e146524a5f48cd0b32f2fb9dd891020859a570ca72343bb3c812ff3,I would like to visit Auckland.,Preferences_Interests
FOZE4Q84M3RX_11,ef7b2e529e146524a5f48cd0b32f2fb9dd891020859a570ca72343bb3c812ff3,I like street.,Preferences_Interests
FOZE4Q84M3RX_11,ef7b2e529e146524a5f48cd0b32f2fb9dd891020859a570ca72343bb3c812ff3,I am interested in geography.,Personality_Traits
FOZE4Q84M3RX_11,ef7b2e529e146524a5f48cd0b32f2fb9dd891020859a570ca72343bb3c812ff3,I like shopping.,Preferences_Interests
KHRYE9OFUIMW_9,1ba5dd99db79ce97c1dd16ca2b50c5bc41dde1687b2536ea63dac84d6ed3c16d,I wish to build a dam in Australia.,Preferences_Interests
KHRYE9OFUIMW_9,1ba5dd99db79ce97c1dd16ca2b50c5bc41dde1687b2536ea63dac84d6ed3c16d,I like Lake Burragorang.,Preferences_Interests
KHRYE9OFUIMW_9,1ba5dd99db79ce97c1dd16ca2b50c5bc41dde1687b2536ea63dac84d6ed3c16d,I love Warragamba Emergency Scheme.,Personality_Traits
KHRYE9OFUIMW_9,1ba5dd99db79ce97c1dd16ca2b50c5bc41dde1687b2536ea63dac84d6ed3c16d,I am willing to work in Metropolitan Water Sewerage and Drainage Board.,Personal_Background
KHRYE9OFUIMW_9,1ba5dd99db79ce97c1dd16ca2b50c5bc41dde1687b2536ea63dac84d6ed3c16d,I don't like WaterNSW.,Preferences_Interests
G1IQ2JHFB47F_11,0582ff105a6bb44d1d576a1a50dad2cc89366d20437ab98f7a824ed8bb55870a,I like enginering.,Preferences_Interests
G1IQ2JHFB47F_11,0582ff105a6bb44d1d576a1a50dad2cc89366d20437ab98f7a824ed8bb55870a,I have plans to visit Australia.,"Preferences_Interests, Goals_Aspirations"
G1IQ2JHFB47F_11,0582ff105a6bb44d1d576a1a50dad2cc89366d20437ab98f7a824ed8bb55870a,I am Anglican.,Personality_Traits
G1IQ2JHFB47F_11,0582ff105a6bb44d1d576a1a50dad2cc89366d20437ab98f7a824ed8bb55870a,I hope to visit Queensland.,"Preferences_Interests, Goals_Aspirations"
G1IQ2JHFB47F_11,0582ff105a6bb44d1d576a1a50dad2cc89366d20437ab98f7a824ed8bb55870a,I would like to worship in a church.,Preferences_Interests
SDW19RWSP3ZX_11,d2814e93bae3913832f2ba4983b91f1d8c5e6b0583459f5c468c812ab3ae5d3f,I want to go to Ontario.,Goals_Aspirations
SDW19RWSP3ZX_11,d2814e93bae3913832f2ba4983b91f1d8c5e6b0583459f5c468c812ab3ae5d3f,I am visiting Canada.,Preferences_Interests
SDW19RWSP3ZX_11,d2814e93bae3913832f2ba4983b91f1d8c5e6b0583459f5c468c812ab3ae5d3f,I like geolgoy.,Preferences_Interests
SDW19RWSP3ZX_11,d2814e93bae3913832f2ba4983b91f1d8c5e6b0583459f5c468c812ab3ae5d3f,I am interested in history.,Personality_Traits
SDW19RWSP3ZX_11,d2814e93bae3913832f2ba4983b91f1d8c5e6b0583459f5c468c812ab3ae5d3f,I am reseraching glacial meltwater.,Personality_Traits
V0DLNYLN813E_11,68ffb0da790ba7794b660d5a03983b63610b3f1c2e4cae9de9adbf6b0811008f,I would love to vist Divljana Monastery again.,Personality_Traits
V0DLNYLN813E_11,68ffb0da790ba7794b660d5a03983b63610b3f1c2e4cae9de9adbf6b0811008f,I have a lot of respect for St. Demetrius.,Uncategorized
V0DLNYLN813E_11,68ffb0da790ba7794b660d5a03983b63610b3f1c2e4cae9de9adbf6b0811008f,I love History.,Personality_Traits
V0DLNYLN813E_11,68ffb0da790ba7794b660d5a03983b63610b3f1c2e4cae9de9adbf6b0811008f,I like Geography.,Preferences_Interests
V0DLNYLN813E_11,68ffb0da790ba7794b660d5a03983b63610b3f1c2e4cae9de9adbf6b0811008f,I am curious about the Origin of the name.,Personality_Traits
H6GTJFTZ8LJI_11,3a406243ca8ef413dd6f3b0b8d2f7c8a8fb731221231e0f2d0ab1645878ca5ae,I am interested in ecozone.,Personality_Traits
H6GTJFTZ8LJI_11,3a406243ca8ef413dd6f3b0b8d2f7c8a8fb731221231e0f2d0ab1645878ca5ae,I would like to visit Canada.,Preferences_Interests
H6GTJFTZ8LJI_11,3a406243ca8ef413dd6f3b0b8d2f7c8a8fb731221231e0f2d0ab1645878ca5ae,I like to research about historic buildings.,Preferences_Interests
H6GTJFTZ8LJI_11,3a406243ca8ef413dd6f3b0b8d2f7c8a8fb731221231e0f2d0ab1645878ca5ae,I am interested in geography.,Personality_Traits
H6GTJFTZ8LJI_11,3a406243ca8ef413dd6f3b0b8d2f7c8a8fb731221231e0f2d0ab1645878ca5ae,I am interested in tourist attraction.,Personality_Traits
LCFMQMTGBUJO_7,0d9ee43940dfc9d3b1cb15a41fde7d51bf4589d6d4a4a0c523f127e814397e4c,I like scenic views.,Preferences_Interests
LCFMQMTGBUJO_7,0d9ee43940dfc9d3b1cb15a41fde7d51bf4589d6d4a4a0c523f127e814397e4c,I have an interest in military history.,Preferences_Interests
LCFMQMTGBUJO_7,0d9ee43940dfc9d3b1cb15a41fde7d51bf4589d6d4a4a0c523f127e814397e4c,I am European.,Personality_Traits
LCFMQMTGBUJO_7,0d9ee43940dfc9d3b1cb15a41fde7d51bf4589d6d4a4a0c523f127e814397e4c,I hope to join the Army.,Goals_Aspirations
LCFMQMTGBUJO_7,0d9ee43940dfc9d3b1cb15a41fde7d51bf4589d6d4a4a0c523f127e814397e4c,I would like to see military artefacts.,Preferences_Interests
PFYAAS1XG3D8_11,85e85476c6bc8c5a84b2571a6fcfec6871a3cc5fa7f75341de14b8beb84709d5,I have visited Dreamland Margate amusement park.,Uncategorized
PFYAAS1XG3D8_11,85e85476c6bc8c5a84b2571a6fcfec6871a3cc5fa7f75341de14b8beb84709d5,I love to visit amusement parks.,"Preferences_Interests, Personality_Traits"
PFYAAS1XG3D8_11,85e85476c6bc8c5a84b2571a6fcfec6871a3cc5fa7f75341de14b8beb84709d5,I have a friend in Kent.,Social_Relationships
PFYAAS1XG3D8_11,85e85476c6bc8c5a84b2571a6fcfec6871a3cc5fa7f75341de14b8beb84709d5,I don't enjoy rollercoaster rides.,Preferences_Interests
PFYAAS1XG3D8_11,85e85476c6bc8c5a84b2571a6fcfec6871a3cc5fa7f75341de14b8beb84709d5,I have never been to any amusement park outside of England.,Habits_Routines
LFGIG1TODPKB_11,c221e5691c77471f61bb6d5f15e9fdf851ca6a87b45fb9fc22c8f9acf203350a,I have worked in France.,Uncategorized
LFGIG1TODPKB_11,c221e5691c77471f61bb6d5f15e9fdf851ca6a87b45fb9fc22c8f9acf203350a,I have not visited a zoo in a long time.,Uncategorized
LFGIG1TODPKB_11,c221e5691c77471f61bb6d5f15e9fdf851ca6a87b45fb9fc22c8f9acf203350a,I would like to go to Africa.,Preferences_Interests
LFGIG1TODPKB_11,c221e5691c77471f61bb6d5f15e9fdf851ca6a87b45fb9fc22c8f9acf203350a,I am interested in learning about the Pygmies.,Personality_Traits
LFGIG1TODPKB_11,c221e5691c77471f61bb6d5f15e9fdf851ca6a87b45fb9fc22c8f9acf203350a,I like learning about a variety of animals.,Preferences_Interests
D4619DV1O1OP_11,5cffe7864e11cdf830dff4e39792ee3aae45bec3d6daac2f5a09f20365dfefcf,I have a boyfriend who is a rock climber.,Uncategorized
D4619DV1O1OP_11,5cffe7864e11cdf830dff4e39792ee3aae45bec3d6daac2f5a09f20365dfefcf,I am living in a house which has a tennis court.,Preferences_Interests
D4619DV1O1OP_11,5cffe7864e11cdf830dff4e39792ee3aae45bec3d6daac2f5a09f20365dfefcf,I exercise in the park every weekend.,"Preferences_Interests, Habits_Routines"
D4619DV1O1OP_11,5cffe7864e11cdf830dff4e39792ee3aae45bec3d6daac2f5a09f20365dfefcf,I don't like fat people.,"Preferences_Interests, Social_Relationships"
D4619DV1O1OP_11,5cffe7864e11cdf830dff4e39792ee3aae45bec3d6daac2f5a09f20365dfefcf,I am a figure skater.,Personality_Traits
FZ7IE8MUIWRS_9,0ee746b30859ea6ba6a7706dc2dac0ad7fa4a62a92cdacefbcc31d01494907d9,I have the fantasy of rivers.,Uncategorized
FZ7IE8MUIWRS_9,0ee746b30859ea6ba6a7706dc2dac0ad7fa4a62a92cdacefbcc31d01494907d9,I love mountain pass.,Personality_Traits
FZ7IE8MUIWRS_9,0ee746b30859ea6ba6a7706dc2dac0ad7fa4a62a92cdacefbcc31d01494907d9,I would like to go to United States.,Preferences_Interests
FZ7IE8MUIWRS_9,0ee746b30859ea6ba6a7706dc2dac0ad7fa4a62a92cdacefbcc31d01494907d9,I have stayed in resorts.,Uncategorized
FZ7IE8MUIWRS_9,0ee746b30859ea6ba6a7706dc2dac0ad7fa4a62a92cdacefbcc31d01494907d9,I am aware of archaeological site.,Personality_Traits
NR67D1SY5ZKB_11,35084f9c7688de5333552f2a3496593976b080dabb73d7b4e1ba780a57d5813e,I am going to London later this year.,"Demographics, Personality_Traits"
NR67D1SY5ZKB_11,35084f9c7688de5333552f2a3496593976b080dabb73d7b4e1ba780a57d5813e,I often buy beauty products.,Habits_Routines
NR67D1SY5ZKB_11,35084f9c7688de5333552f2a3496593976b080dabb73d7b4e1ba780a57d5813e,I enjoy shopping at the store.,Preferences_Interests
NR67D1SY5ZKB_11,35084f9c7688de5333552f2a3496593976b080dabb73d7b4e1ba780a57d5813e,I like making food.,Preferences_Interests
NR67D1SY5ZKB_11,35084f9c7688de5333552f2a3496593976b080dabb73d7b4e1ba780a57d5813e,I am usually one of the first to purchase new electronic items.,Personality_Traits
OOU8UC23AVLV_11,08dec0d88c0e6c21524bd7c317f366ea7832010c2e5b8e94dffc02881ac2faef,I like learning the meanings of words.,Preferences_Interests
OOU8UC23AVLV_11,08dec0d88c0e6c21524bd7c317f366ea7832010c2e5b8e94dffc02881ac2faef,I like learning about different types of tools.,Preferences_Interests
OOU8UC23AVLV_11,08dec0d88c0e6c21524bd7c317f366ea7832010c2e5b8e94dffc02881ac2faef,I'm interested in pseudosciences.,Uncategorized
OOU8UC23AVLV_11,08dec0d88c0e6c21524bd7c317f366ea7832010c2e5b8e94dffc02881ac2faef,I like gold.,Preferences_Interests
OOU8UC23AVLV_11,08dec0d88c0e6c21524bd7c317f366ea7832010c2e5b8e94dffc02881ac2faef,"I've always wanted to go to Germany,",Habits_Routines
NETYMHGQTGLI_9,4578d5269da842f4183d52285fd5819ec91cdaf23a1cbd196b871a3ccfbbe4fe,I love going to bridges.,Personality_Traits
NETYMHGQTGLI_9,4578d5269da842f4183d52285fd5819ec91cdaf23a1cbd196b871a3ccfbbe4fe,I love visiting canada.,"Preferences_Interests, Personality_Traits"
NETYMHGQTGLI_9,4578d5269da842f4183d52285fd5819ec91cdaf23a1cbd196b871a3ccfbbe4fe,Ferry rides are my favorite.,Preferences_Interests
NETYMHGQTGLI_9,4578d5269da842f4183d52285fd5819ec91cdaf23a1cbd196b871a3ccfbbe4fe,I love to swing.,Personality_Traits
NETYMHGQTGLI_9,4578d5269da842f4183d52285fd5819ec91cdaf23a1cbd196b871a3ccfbbe4fe,I once hid in a hollow log during hide and seek as a child.,Personal_Background
TF24QL7QZSG2_11,c3b53688481b91fc07ddb42a17af58fdb4a96b45bd89dd6a3eccc4483c1774f8,I wish to build a monastery in Sinai Peninsula.,Preferences_Interests
TF24QL7QZSG2_11,c3b53688481b91fc07ddb42a17af58fdb4a96b45bd89dd6a3eccc4483c1774f8,I like Catherine of Alexandria.,Preferences_Interests
TF24QL7QZSG2_11,c3b53688481b91fc07ddb42a17af58fdb4a96b45bd89dd6a3eccc4483c1774f8,I love Church of Sinai.,Personality_Traits
TF24QL7QZSG2_11,c3b53688481b91fc07ddb42a17af58fdb4a96b45bd89dd6a3eccc4483c1774f8,I have visited Ras Sufsafeh once.,Uncategorized
TF24QL7QZSG2_11,c3b53688481b91fc07ddb42a17af58fdb4a96b45bd89dd6a3eccc4483c1774f8,I am willing to read Codex Sinaiticus.,Preferences_Interests
AN8LSF1PEYK2_11,4397fb3b5328aa1899e1ce63d1544c3f4d09fdb8f0510ed30a88e8f051951796,I would like to fish at Little Butte Creek in the summer again.,Preferences_Interests
AN8LSF1PEYK2_11,4397fb3b5328aa1899e1ce63d1544c3f4d09fdb8f0510ed30a88e8f051951796,I am interested in fauna.,Personality_Traits
AN8LSF1PEYK2_11,4397fb3b5328aa1899e1ce63d1544c3f4d09fdb8f0510ed30a88e8f051951796,I like Recreation.,Preferences_Interests
AN8LSF1PEYK2_11,4397fb3b5328aa1899e1ce63d1544c3f4d09fdb8f0510ed30a88e8f051951796,I don't like Pollution.,Preferences_Interests
AN8LSF1PEYK2_11,4397fb3b5328aa1899e1ce63d1544c3f4d09fdb8f0510ed30a88e8f051951796,I like when restorations happen.,Preferences_Interests
W4CQPY8R6C4Q_11,a67e0a24f82126c3049fafc3fb6f37328fe57b0d6ec487de2a1c681da5a54940,I would like to visit Hungary.,Preferences_Interests
W4CQPY8R6C4Q_11,a67e0a24f82126c3049fafc3fb6f37328fe57b0d6ec487de2a1c681da5a54940,I like to research about historic buildings.,Preferences_Interests
W4CQPY8R6C4Q_11,a67e0a24f82126c3049fafc3fb6f37328fe57b0d6ec487de2a1c681da5a54940,I am interested in the heritage.,Personality_Traits
W4CQPY8R6C4Q_11,a67e0a24f82126c3049fafc3fb6f37328fe57b0d6ec487de2a1c681da5a54940,I am interested in the history.,Personality_Traits
W4CQPY8R6C4Q_11,a67e0a24f82126c3049fafc3fb6f37328fe57b0d6ec487de2a1c681da5a54940,I am interested in the architecture.,Personality_Traits
F91BK688K9G1_11,638536f15fd3f9dc51d039cfddd57a47a05428a3217b44051279b75071ce3862,I like the name Alexandra.,Preferences_Interests
F91BK688K9G1_11,638536f15fd3f9dc51d039cfddd57a47a05428a3217b44051279b75071ce3862,I would like to walk through a dock.,Preferences_Interests
F91BK688K9G1_11,638536f15fd3f9dc51d039cfddd57a47a05428a3217b44051279b75071ce3862,I have seen a seaport.,Uncategorized
F91BK688K9G1_11,638536f15fd3f9dc51d039cfddd57a47a05428a3217b44051279b75071ce3862,I don't like hijacking.,Preferences_Interests
F91BK688K9G1_11,638536f15fd3f9dc51d039cfddd57a47a05428a3217b44051279b75071ce3862,I hope to visit Grimsby.,"Preferences_Interests, Goals_Aspirations"
U6NEN4YX4OT6_9,b6335de2e42273ce12816c7a046306d8380665e2d2a8a8acaa81391a10bd4b40,I love park.,Personality_Traits
U6NEN4YX4OT6_9,b6335de2e42273ce12816c7a046306d8380665e2d2a8a8acaa81391a10bd4b40,I like to visit united states.,Preferences_Interests
U6NEN4YX4OT6_9,b6335de2e42273ce12816c7a046306d8380665e2d2a8a8acaa81391a10bd4b40,I am interested in natural history.,Personality_Traits
U6NEN4YX4OT6_9,b6335de2e42273ce12816c7a046306d8380665e2d2a8a8acaa81391a10bd4b40,I have the hobby of swimming.,Preferences_Interests
U6NEN4YX4OT6_9,b6335de2e42273ce12816c7a046306d8380665e2d2a8a8acaa81391a10bd4b40,I wish to stay in the camping.,Goals_Aspirations
CFYWBHPKPOHZ_7,bda440f57833cf0a1e0cd5c2cfea9515bb534e27013015a7ebd9d01ba5191499,I am going to Australia.,Personality_Traits
CFYWBHPKPOHZ_7,bda440f57833cf0a1e0cd5c2cfea9515bb534e27013015a7ebd9d01ba5191499,I like to go mountain climbing.,Preferences_Interests
CFYWBHPKPOHZ_7,bda440f57833cf0a1e0cd5c2cfea9515bb534e27013015a7ebd9d01ba5191499,I love skiing.,Personality_Traits
CFYWBHPKPOHZ_7,bda440f57833cf0a1e0cd5c2cfea9515bb534e27013015a7ebd9d01ba5191499,I want to explore.,Goals_Aspirations
CFYWBHPKPOHZ_7,bda440f57833cf0a1e0cd5c2cfea9515bb534e27013015a7ebd9d01ba5191499,I enjoy winter.,Preferences_Interests
EDLPKHWH3K5B_11,d6379b979593015f6bb37ddbdef7d740ac789537e7bf224a6747afd6e4836ef4,I want to visit Chicago.,Preferences_Interests
EDLPKHWH3K5B_11,d6379b979593015f6bb37ddbdef7d740ac789537e7bf224a6747afd6e4836ef4,I am going to Illinois for work.,Personal_Background
EDLPKHWH3K5B_11,d6379b979593015f6bb37ddbdef7d740ac789537e7bf224a6747afd6e4836ef4,I like history.,Preferences_Interests
EDLPKHWH3K5B_11,d6379b979593015f6bb37ddbdef7d740ac789537e7bf224a6747afd6e4836ef4,I am interested in architecture.,Personality_Traits
EDLPKHWH3K5B_11,d6379b979593015f6bb37ddbdef7d740ac789537e7bf224a6747afd6e4836ef4,I am studying Frank Lloyd Wright.,Personality_Traits
WYFFBVR6YR06_11,0eea3ebb93392633265ce1d7ea8dea91027d6be07927388a57b6d1cbbacd2e02,I would like to visit the Stimson House.,Preferences_Interests
WYFFBVR6YR06_11,0eea3ebb93392633265ce1d7ea8dea91027d6be07927388a57b6d1cbbacd2e02,I love the Richardsonian Romanesque style.,Personality_Traits
WYFFBVR6YR06_11,0eea3ebb93392633265ce1d7ea8dea91027d6be07927388a57b6d1cbbacd2e02,I like Thomas Douglas Stimson.,Preferences_Interests
WYFFBVR6YR06_11,0eea3ebb93392633265ce1d7ea8dea91027d6be07927388a57b6d1cbbacd2e02,I don't like Earthquakes.,Preferences_Interests
WYFFBVR6YR06_11,0eea3ebb93392633265ce1d7ea8dea91027d6be07927388a57b6d1cbbacd2e02,I hope to travel to Los Angeles in the summer.,"Preferences_Interests, Goals_Aspirations"
WXYJ15QP91WP_7,a283932bb478c2fdee28c2e12f8da0e4f812b5c99d76b6c82bcd35349ac1e8b9,I am interested in Archaeology.,Personality_Traits
WXYJ15QP91WP_7,a283932bb478c2fdee28c2e12f8da0e4f812b5c99d76b6c82bcd35349ac1e8b9,I want to visit Malta.,Preferences_Interests
WXYJ15QP91WP_7,a283932bb478c2fdee28c2e12f8da0e4f812b5c99d76b6c82bcd35349ac1e8b9,I am interested in World Heritage Sites.,Personality_Traits
WXYJ15QP91WP_7,a283932bb478c2fdee28c2e12f8da0e4f812b5c99d76b6c82bcd35349ac1e8b9,I like to visit temples.,Preferences_Interests
WXYJ15QP91WP_7,a283932bb478c2fdee28c2e12f8da0e4f812b5c99d76b6c82bcd35349ac1e8b9,I am curious about local folklore.,Personality_Traits
MA2EPDC7QHS5_11,28ae2c58d2ba09de5e42066ea6be003c968e2d7c053bde755b37b543ffcfb172,I will travel through New South Wales.,Preferences_Interests
MA2EPDC7QHS5_11,28ae2c58d2ba09de5e42066ea6be003c968e2d7c053bde755b37b543ffcfb172,I am going to Australia in the spring.,Personality_Traits
MA2EPDC7QHS5_11,28ae2c58d2ba09de5e42066ea6be003c968e2d7c053bde755b37b543ffcfb172,I am interested in history.,Personality_Traits
MA2EPDC7QHS5_11,28ae2c58d2ba09de5e42066ea6be003c968e2d7c053bde755b37b543ffcfb172,I enjoy exploring cemeteries.,Preferences_Interests
MA2EPDC7QHS5_11,28ae2c58d2ba09de5e42066ea6be003c968e2d7c053bde755b37b543ffcfb172,I love to garden.,Personality_Traits
WKAD0PJA14Q4_11,6fc11558281014f0417b30db46b6b3761330d592b987954152234153f5c04301,I have been to Manchester before.,Uncategorized
WKAD0PJA14Q4_11,6fc11558281014f0417b30db46b6b3761330d592b987954152234153f5c04301,I love visiting the country of England.,"Preferences_Interests, Personality_Traits"
WKAD0PJA14Q4_11,6fc11558281014f0417b30db46b6b3761330d592b987954152234153f5c04301,I am a huge fan of attending arenas.,"Preferences_Interests, Personality_Traits"
WKAD0PJA14Q4_11,6fc11558281014f0417b30db46b6b3761330d592b987954152234153f5c04301,I love watching the sport of boxing.,"Preferences_Interests, Personality_Traits"
WKAD0PJA14Q4_11,6fc11558281014f0417b30db46b6b3761330d592b987954152234153f5c04301,I have attended a few music concerts.,Preferences_Interests
XDIIZK7KZ12G_11,cf109721a4a7e56be59526e9ba026bee5ff124143f26fd8e40de36d2a3f5954e,I would like study about ancient monuments.,Personal_Background
XDIIZK7KZ12G_11,cf109721a4a7e56be59526e9ba026bee5ff124143f26fd8e40de36d2a3f5954e,I am aware about Long barrow.,Personality_Traits
XDIIZK7KZ12G_11,cf109721a4a7e56be59526e9ba026bee5ff124143f26fd8e40de36d2a3f5954e,I have been to England.,Uncategorized
XDIIZK7KZ12G_11,cf109721a4a7e56be59526e9ba026bee5ff124143f26fd8e40de36d2a3f5954e,I have studied about pastoralist communities.,"Personal_Background, Social_Relationships"
XDIIZK7KZ12G_11,cf109721a4a7e56be59526e9ba026bee5ff124143f26fd8e40de36d2a3f5954e,I am interested in agriculture.,Personality_Traits
B623Z1BXC8IT_11,896b21a5f71bd40168202aedfac65a30bee1245061e2aed1dd08e1a78b140110,I love lakes.,Personality_Traits
B623Z1BXC8IT_11,896b21a5f71bd40168202aedfac65a30bee1245061e2aed1dd08e1a78b140110,I love going parks.,Personality_Traits
B623Z1BXC8IT_11,896b21a5f71bd40168202aedfac65a30bee1245061e2aed1dd08e1a78b140110,I love gardens.,Personality_Traits
B623Z1BXC8IT_11,896b21a5f71bd40168202aedfac65a30bee1245061e2aed1dd08e1a78b140110,I want to visit a popular landmark.,Preferences_Interests
B623Z1BXC8IT_11,896b21a5f71bd40168202aedfac65a30bee1245061e2aed1dd08e1a78b140110,I love nature.,Personality_Traits
VHMWBMQSDD2I_9,83f685d0dc04f1c2d5d649f75fd216cdf4bccaf9f73a133c7e771cfe678b59dc,I am a fan of taking the railroad.,"Preferences_Interests, Personality_Traits"
VHMWBMQSDD2I_9,83f685d0dc04f1c2d5d649f75fd216cdf4bccaf9f73a133c7e771cfe678b59dc,I would like to visit Pennsylvania.,Preferences_Interests
VHMWBMQSDD2I_9,83f685d0dc04f1c2d5d649f75fd216cdf4bccaf9f73a133c7e771cfe678b59dc,I like public utilities.,Preferences_Interests
VHMWBMQSDD2I_9,83f685d0dc04f1c2d5d649f75fd216cdf4bccaf9f73a133c7e771cfe678b59dc,I would like to visit more heritage locations.,Preferences_Interests
VHMWBMQSDD2I_9,83f685d0dc04f1c2d5d649f75fd216cdf4bccaf9f73a133c7e771cfe678b59dc,I am interested in old locomotives.,"Demographics, Personality_Traits"
MP1ZK22Q90C9_11,8ab6d5158515aa0f1a215fe0e7d2d1e4d457cf546f58caf9c05efd786ce356d3,I hope to visit New York City.,"Preferences_Interests, Goals_Aspirations"
MP1ZK22Q90C9_11,8ab6d5158515aa0f1a215fe0e7d2d1e4d457cf546f58caf9c05efd786ce356d3,I like to go to a park.,Preferences_Interests
MP1ZK22Q90C9_11,8ab6d5158515aa0f1a215fe0e7d2d1e4d457cf546f58caf9c05efd786ce356d3,I love to go swimming.,"Preferences_Interests, Personality_Traits"
MP1ZK22Q90C9_11,8ab6d5158515aa0f1a215fe0e7d2d1e4d457cf546f58caf9c05efd786ce356d3,I would like to do different activities.,Preferences_Interests
MP1ZK22Q90C9_11,8ab6d5158515aa0f1a215fe0e7d2d1e4d457cf546f58caf9c05efd786ce356d3,I have never played golf.,Preferences_Interests
JTUKE03HZYSY_11,f2c5089edacb6874f811cf49da6f6481592113350744b28aa86fc3b555a06dd8,I want to go to college.,Personal_Background
JTUKE03HZYSY_11,f2c5089edacb6874f811cf49da6f6481592113350744b28aa86fc3b555a06dd8,I wan to go to Minnesota.,Uncategorized
JTUKE03HZYSY_11,f2c5089edacb6874f811cf49da6f6481592113350744b28aa86fc3b555a06dd8,I like Native Americans.,Demographics
JTUKE03HZYSY_11,f2c5089edacb6874f811cf49da6f6481592113350744b28aa86fc3b555a06dd8,I love music.,"Preferences_Interests, Personality_Traits"
JTUKE03HZYSY_11,f2c5089edacb6874f811cf49da6f6481592113350744b28aa86fc3b555a06dd8,I love history.,Personality_Traits
OKU8UQBPUSMV_11,4beea1b6996a8ab58ee64755a76448a394e1e6f04333ed6150298d6f39eaf0b0,I am not a fan of church.,"Preferences_Interests, Personality_Traits"
OKU8UQBPUSMV_11,4beea1b6996a8ab58ee64755a76448a394e1e6f04333ed6150298d6f39eaf0b0,I have never been to a mosque.,Habits_Routines
OKU8UQBPUSMV_11,4beea1b6996a8ab58ee64755a76448a394e1e6f04333ed6150298d6f39eaf0b0,I like learning about the Ottomans.,Preferences_Interests
OKU8UQBPUSMV_11,4beea1b6996a8ab58ee64755a76448a394e1e6f04333ed6150298d6f39eaf0b0,I am a fan of the Roman empire.,"Preferences_Interests, Personality_Traits"
